GEMBASE_NAME,ASSEMBLY_NAME,ASSEMBLY_ACC,STUDY_ID,SAMPLE_ID,CONTIG_ACC,Isolation source,Strain Category,phylogroup
ESCO.0216.00923,A2_58,GCA_902845525,PRJEB34791,ERS3883576,CADGZJ010000001-CADGZJ010000277,Host-associated,Poultry_Meat,A
ESCO.0216.00924,12_1_Ti12,GCA_902845465,PRJEB34791,ERS3883577,CADGZP010000001-CADGZP010000285,Host-associated,Human_Intestinal,B2
ESCO.0216.00925,C3_2,GCA_902845475,PRJEB34791,ERS3883578,CADGZN010000001-CADGZN010000411,Host-associated,Poultry_Meat,A
ESCO.0216.00926,TA106,GCA_902845495,PRJEB34791,ERS3883579,CADGZM010000001-CADGZM010000581,Host-associated,Mammal_Faecal,D
ESCO.0216.00927,68_4_TC14,GCA_902845565,PRJEB34791,ERS3883580,CADGZR010000001-CADGZR010000231,Host-associated,Human_Intestinal,B1
ESCO.0216.00928,B1547,GCA_902845555,PRJEB34791,ERS3883581,CADGZQ010000001-CADGZQ010000240,Host-associated,Bird_Faecal,B2
ESCO.0216.00929,M761,GCA_902845545,PRJEB34791,ERS3883582,CADGZT010000001-CADGZT010000243,Host-associated,Mammal_Faecal,A
ESCO.0216.00930,E5448,GCA_902845535,PRJEB34791,ERS3883583,CADGZS010000001-CADGZS010000254,Environmental,Water,A
ESCO.0216.00931,A1_33,GCA_902845585,PRJEB34791,ERS3883584,CADGZV010000001-CADGZV010000285,Host-associated,Poultry_Meat,A
ESCO.0216.00932,POSS_78,GCA_902845595,PRJEB34791,ERS3883585,CADGZW010000001-CADGZW010000288,Host-associated,Mammal_Faecal,B2
ESCO.0216.00933,13_2_TC5,GCA_902845615,PRJEB34791,ERS3883586,CADGZX010000001-CADGZX010000298,Host-associated,Human_Intestinal,B2
ESCO.0216.00934,H492,GCA_902845625,PRJEB34791,ERS3883587,CADGZY010000001-CADGZY010000318,Host-associated,Human_Faecal,A
ESCO.0216.00935,A3_74,GCA_902845575,PRJEB34791,ERS3883588,CADGZZ010000001-CADGZZ010000325,Host-associated,Poultry_Meat,A
ESCO.0216.00936,C2_22,GCA_902845605,PRJEB34791,ERS3883589,CADGZU010000001-CADGZU010000242,Host-associated,Poultry_Meat,B1
ESCO.0216.00938,E2427,GCA_902845635,PRJEB34791,ERS3883590,CADHAG010000001-CADHAG010000279,Environmental,Water,B1
ESCO.0216.00939,TA447,GCA_902845645,PRJEB34791,ERS3883591,CADHAH010000001-CADHAH010000330,Host-associated,Mammal_Faecal,E
ESCO.0216.00940,TA383,GCA_902845695,PRJEB34791,ERS3883592,CADHAC010000001-CADHAC010000384,Host-associated,Mammal_Faecal,D
ESCO.0216.00942,C2_94,GCA_902845715,PRJEB34791,ERS3883593,CADHAK010000001-CADHAK010000254,Host-associated,Poultry_Meat,E
ESCO.0216.00943,A4_61,GCA_902845655,PRJEB34791,ERS3883594,CADHAI010000001-CADHAI010000274,Host-associated,Poultry_Meat,D
ESCO.0216.00944,A3_61,GCA_902845705,PRJEB34791,ERS3883595,CADHAD010000001-CADHAD010000304,Host-associated,Poultry_Meat,A
ESCO.0216.00945,C4_52,GCA_902845665,PRJEB34791,ERS3883596,CADHAE010000001-CADHAE010000315,Host-associated,Poultry_Meat,A
ESCO.0216.00946,A3_62,GCA_902845765,PRJEB34791,ERS3883597,CADHAO010000001-CADHAO010000412,Host-associated,Poultry_Meat,A
ESCO.0216.00947,E2004,GCA_902845805,PRJEB34791,ERS3883598,CADHAR010000001-CADHAR010000442,Environmental,Water,B1
ESCO.0216.00948,72_5_Ti14,GCA_902845795,PRJEB34791,ERS3883599,CADHAP010000001-CADHAP010000225,Host-associated,Human_Intestinal,D
ESCO.0216.00949,E9427,GCA_902845815,PRJEB34791,ERS3883600,CADHAT010000001-CADHAT010000247,Environmental,Water,B1
ESCO.0216.00951,H446,GCA_902845855,PRJEB34791,ERS3883601,CADHAX010000001-CADHAX010000249,Host-associated,Human_Faecal,A
ESCO.0216.00952,E2873,GCA_902845955,PRJEB34791,ERS3883602,CADHBC010000001-CADHBC010000296,Environmental,Water,D
ESCO.0216.00953,3_1_AU1,GCA_902845915,PRJEB34791,ERS3883603,CADHBG010000001-CADHBG010000321,Host-associated,Human_Intestinal,A
ESCO.0216.00954,E2061,GCA_902845925,PRJEB34791,ERS3883604,CADHBA010000001-CADHBA010000346,Environmental,Water,A
ESCO.0216.00955,C4_2,GCA_902845905,PRJEB34791,ERS3883605,CADHBB010000001-CADHBB010000359,Host-associated,Poultry_Meat,A
ESCO.0216.00956,43_2_R17,GCA_902845885,PRJEB34791,ERS3883606,CADHBE010000001-CADHBE010000215,Host-associated,Human_Intestinal,B1
ESCO.0216.00957,C2_115,GCA_902845865,PRJEB34791,ERS3883607,CADHBD010000001-CADHBD010000254,Host-associated,Poultry_Meat,E
ESCO.0216.00958,W3_32,GCA_902845845,PRJEB34791,ERS3883608,CADHBF010000001-CADHBF010000270,Host-associated,Poultry_Meat,B1
ESCO.0216.00959,A1_45,GCA_902845965,PRJEB34791,ERS3883609,CADHBH010000001-CADHBH010000271,Host-associated,Poultry_Meat,D
ESCO.0216.00960,B1951,GCA_902845985,PRJEB34791,ERS3883610,CADHBJ010000001-CADHBJ010000284,Host-associated,Bird_Faecal,A
ESCO.0216.00961,M675220,GCA_902845975,PRJEB34791,ERS3883611,CADHBI010000001-CADHBI010000290,Host-associated,Human_Faecal,B2
ESCO.0216.00962,2H_327_14,GCA_902846025,PRJEB34791,ERS3883612,CADHBQ010000001-CADHBQ010000325,Host-associated,Human_Faecal,B2
ESCO.0216.00963,W4_35,GCA_902846005,PRJEB34791,ERS3883613,CADHBP010000001-CADHBP010000239,Host-associated,Poultry_Meat,B2
ESCO.0216.00964,64_Ti5,GCA_902846055,PRJEB34791,ERS3883614,CADHBN010000001-CADHBN010000247,Host-associated,Human_Intestinal,D
ESCO.0216.00965,E5897,GCA_902846035,PRJEB34791,ERS3883615,CADHBL010000001-CADHBL010000271,Environmental,Water,B1
ESCO.0216.00966,W4_17,GCA_902846015,PRJEB34791,ERS3883616,CADHBO010000001-CADHBO010000288,Host-associated,Poultry_Meat,B1
ESCO.0216.00967,BS14,GCA_902849995,PRJEB34791,ERS3883617,CADHQJ010000001-CADHQJ010000294,Host-associated,Human_Extra-intestinal,B2
ESCO.0216.00968,A2_7,GCA_902849865,PRJEB34791,ERS3883618,CADHQQ010000001-CADHQQ010000282,Host-associated,Poultry_Meat,D
ESCO.0216.00969,POSS_76,GCA_902849875,PRJEB34791,ERS3883619,CADHQI010000001-CADHQI010000284,Host-associated,Mammal_Faecal,B2
ESCO.0216.00970,A2_3,GCA_902849905,PRJEB34791,ERS3883620,CADHQM010000001-CADHQM010000344,Host-associated,Poultry_Meat,A
ESCO.0216.00971,M688,GCA_902850035,PRJEB34791,ERS3883621,CADHQK010000001-CADHQK010000375,Host-associated,Mammal_Faecal,E
ESCO.0216.00972,B1725,GCA_902849855,PRJEB34791,ERS3883622,CADHQX010000001-CADHQX010000239,Host-associated,Bird_Faecal,A
ESCO.0216.00973,A3_11,GCA_902846095,PRJEB34791,ERS3883623,CADHBW010000001-CADHBW010000257,Host-associated,Poultry_Meat,D
ESCO.0216.00974,A2_2,GCA_902846145,PRJEB34791,ERS3883624,CADHCF010000001-CADHCF010000269,Host-associated,Poultry_Meat,A
ESCO.0216.00975,M652995,GCA_902846075,PRJEB34791,ERS3883625,CADHCB010000001-CADHCB010000269,Host-associated,Human_Extra-intestinal,B2
ESCO.0216.00976,A4_27,GCA_902846175,PRJEB34791,ERS3883626,CADHCH010000001-CADHCH010000295,Host-associated,Poultry_Meat,A
ESCO.0216.00977,E2095,GCA_902846235,PRJEB34791,ERS3883627,CADHCK010000001-CADHCK010000343,Environmental,Water,B1
ESCO.0216.00978,E3809,GCA_902846195,PRJEB34791,ERS3883628,CADHCE010000001-CADHCE010000360,Environmental,Water,A
ESCO.0216.00979,TA132,GCA_902846085,PRJEB34791,ERS3883629,CADHCC010000001-CADHCC010000374,Host-associated,Mammal_Faecal,D
ESCO.0216.00980,16_2_Si18,GCA_902846065,PRJEB34791,ERS3883630,CADHBU010000001-CADHBU010000238,Host-associated,Human_Intestinal,A
ESCO.0216.00981,E7267,GCA_902846115,PRJEB34791,ERS3883631,CADHCA010000001-CADHCA010000272,Environmental,Water,A
ESCO.0216.00982,C2_93,GCA_902846225,PRJEB34791,ERS3883632,CADHBY010000001-CADHBY010000314,Host-associated,Poultry_Meat,D
ESCO.0216.00983,A3_67,GCA_902846215,PRJEB34791,ERS3883633,CADHCI010000001-CADHCI010000337,Host-associated,Poultry_Meat,A
ESCO.0216.00984,B103,GCA_902846185,PRJEB34791,ERS3883634,CADHCJ010000001-CADHCJ010000345,Host-associated,Bird_Faecal,B2
ESCO.0216.00985,5_2_R8,GCA_902846245,PRJEB34791,ERS3883635,CADHCD010000001-CADHCD010000367,Host-associated,Human_Intestinal,B2
ESCO.0216.00986,B706,GCA_902846205,PRJEB34791,ERS3883636,CADHCG010000001-CADHCG010000409,Host-associated,Bird_Faecal,D
ESCO.0216.00987,44_2_Ti11,GCA_902846155,PRJEB34791,ERS3883637,CADHBX010000001-CADHBX010000254,Host-associated,Human_Intestinal,B1
ESCO.0216.00988,E5260,GCA_902846265,PRJEB34791,ERS3883638,CADHCM010000001-CADHCM010000277,Environmental,Water,A
ESCO.0216.00989,A2_46,GCA_902846295,PRJEB34791,ERS3883639,CADHCL010000001-CADHCL010000280,Host-associated,Poultry_Meat,A
ESCO.0216.00991,B1900,GCA_902846285,PRJEB34791,ERS3883640,CADHCO010000001-CADHCO010000307,Host-associated,Bird_Faecal,A
ESCO.0216.00992,B377,GCA_902846275,PRJEB34791,ERS3883641,CADHCN010000001-CADHCN010000327,Host-associated,Bird_Faecal,B2
ESCO.0216.00993,C3_6,GCA_902846305,PRJEB34791,ERS3883642,CADHCP010000001-CADHCP010000381,Host-associated,Poultry_Meat,A
ESCO.0216.00994,H400,GCA_902846395,PRJEB34791,ERS3883643,CADHCU010000001-CADHCU010000236,Host-associated,Human_Faecal,A
ESCO.0216.00995,H075,GCA_902846345,PRJEB34791,ERS3883644,CADHDE010000001-CADHDE010000239,Host-associated,Human_Extra-intestinal,A
ESCO.0216.00996,B1704,GCA_902846325,PRJEB34791,ERS3883645,CADHCQ010000001-CADHCQ010000249,Host-associated,Bird_Faecal,B2
ESCO.0216.00997,A3_8,GCA_902846375,PRJEB34791,ERS3883646,CADHDB010000001-CADHDB010000273,Host-associated,Poultry_Meat,E
ESCO.0216.00998,TA423,GCA_902846455,PRJEB34791,ERS3883647,CADHCY010000001-CADHCY010000315,Host-associated,Mammal_Faecal,D
ESCO.0216.00999,14_2_R14,GCA_902846385,PRJEB34791,ERS3883648,CADHCV010000001-CADHCV010000386,Host-associated,Human_Intestinal,D
ESCO.0216.01000,B1927,GCA_902846445,PRJEB34791,ERS3883649,CADHDD010000001-CADHDD010000246,Host-associated,Bird_Faecal,B1
ESCO.0216.01001,A3_60,GCA_902846405,PRJEB34791,ERS3883650,CADHCZ010000001-CADHCZ010000282,Host-associated,Poultry_Meat,D
ESCO.0216.01002,E5183,GCA_902846435,PRJEB34791,ERS3883651,CADHCS010000001-CADHCS010000289,Environmental,Water,A
ESCO.0216.01003,23_2_AC12,GCA_902846335,PRJEB34791,ERS3883652,CADHCW010000001-CADHCW010000331,Host-associated,Human_Intestinal,B2
ESCO.0216.01004,W4_48,GCA_902846365,PRJEB34791,ERS3883653,CADHCT010000001-CADHCT010000338,Host-associated,Poultry_Meat,A
ESCO.0216.01005,B1929,GCA_902846415,PRJEB34791,ERS3883654,CADHCX010000001-CADHCX010000357,Host-associated,Bird_Faecal,A
ESCO.0216.01006,65_2_AC1,GCA_902846425,PRJEB34791,ERS3883655,CADHDC010000001-CADHDC010000263,Host-associated,Human_Intestinal,A
ESCO.0216.01007,C2_16,GCA_902846355,PRJEB34791,ERS3883656,CADHDA010000001-CADHDA010000436,Host-associated,Poultry_Meat,A
ESCO.0216.01008,E9890,GCA_902846315,PRJEB34791,ERS3883657,CADHCR010000001-CADHCR010000249,Environmental,Water,B1
ESCO.0216.01009,1330_2_1_WA_Bloom,GCA_902846495,PRJEB34791,ERS3883658,CADHDI010000001-CADHDI010000273,Environmental,Water,B1
ESCO.0216.01010,W3_57,GCA_902846475,PRJEB34791,ERS3883659,CADHDJ010000001-CADHDJ010000311,Host-associated,Poultry_Meat,A
ESCO.0216.01011,B778,GCA_902846465,PRJEB34791,ERS3883660,CADHDG010000001-CADHDG010000336,Host-associated,Bird_Faecal,A
ESCO.0216.01012,W4_1,GCA_902846505,PRJEB34791,ERS3883661,CADHDH010000001-CADHDH010000441,Host-associated,Poultry_Meat,A
ESCO.0216.01013,C4_33,GCA_902846485,PRJEB34791,ERS3883662,CADHDF010000001-CADHDF010000283,Host-associated,Poultry_Meat,B2
ESCO.0216.01014,C1_95,GCA_902846565,PRJEB34791,ERS3883663,CADHDN010000001-CADHDN010000287,Host-associated,Poultry_Meat,D
ESCO.0216.01015,E2590,GCA_902846515,PRJEB34791,ERS3883664,CADHDK010000001-CADHDK010000288,Environmental,Water,B1
ESCO.0216.01016,TA133,GCA_902846535,PRJEB34791,ERS3883665,CADHDM010000001-CADHDM010000413,Host-associated,Mammal_Faecal,D
ESCO.0216.01017,H242,GCA_902846555,PRJEB34791,ERS3883666,CADHDO010000001-CADHDO010000264,Host-associated,Human_Extra-intestinal,A
ESCO.0216.01018,A3_64,GCA_902846545,PRJEB34791,ERS3883667,CADHDL010000001-CADHDL010000270,Host-associated,Poultry_Meat,B1
ESCO.0216.01019,E7553,GCA_902846575,PRJEB34791,ERS3883668,CADHDQ010000001-CADHDQ010000281,Environmental,Water,B1
ESCO.0216.01020,B1853,GCA_902846525,PRJEB34791,ERS3883669,CADHDP010000001-CADHDP010000256,Host-associated,Bird_Faecal,A
ESCO.0216.01021,H389,GCA_902846635,PRJEB34791,ERS3883670,CADHDS010000001-CADHDS010000261,Host-associated,Human_Faecal,A
ESCO.0216.01022,B894,GCA_902846615,PRJEB34791,ERS3883671,CADHDU010000001-CADHDU010000271,Host-associated,Bird_Faecal,B1
ESCO.0216.01023,26_1_C13,GCA_902846595,PRJEB34791,ERS3883672,CADHDV010000001-CADHDV010000357,Host-associated,Human_Intestinal,D
ESCO.0216.01025,H656,GCA_902846605,PRJEB34791,ERS3883673,CADHDX010000001-CADHDX010000270,Host-associated,Human_Faecal,A
ESCO.0216.01026,TA098,GCA_902846625,PRJEB34791,ERS3883674,CADHDR010000001-CADHDR010000345,Host-associated,Mammal_Faecal,B2
ESCO.0216.01027,E9432,GCA_902846655,PRJEB34791,ERS3883675,CADHDT010000001-CADHDT010000248,Environmental,Water,B1
ESCO.0216.01028,2H_145_14,GCA_902846585,PRJEB34791,ERS3883676,CADHDW010000001-CADHDW010000269,Host-associated,Human_Faecal,C
ESCO.0216.01029,TA078,GCA_902846645,PRJEB34791,ERS3883677,CADHDY010000001-CADHDY010000314,Host-associated,Mammal_Faecal,B1
ESCO.0216.01030,B1735,GCA_902846685,PRJEB34791,ERS3883678,CADHDZ010000001-CADHDZ010000279,Host-associated,Bird_Faecal,B1
ESCO.0216.01031,E5415,GCA_902846705,PRJEB34791,ERS3883679,CADHEA010000001-CADHEA010000279,Environmental,Water,B1
ESCO.0216.01032,C3_22,GCA_902846665,PRJEB34791,ERS3883680,CADHEB010000001-CADHEB010000283,Host-associated,Poultry_Meat,B1
ESCO.0216.01033,69_1_TC1,GCA_902846695,PRJEB34791,ERS3883681,CADHED010000001-CADHED010000283,Host-associated,Human_Intestinal,B2
ESCO.0216.01034,TA317,GCA_902846675,PRJEB34791,ERS3883682,CADHEC010000001-CADHEC010000289,Host-associated,Mammal_Faecal,B1
ESCO.0216.01035,GOOG6,GCA_902846715,PRJEB34791,ERS3883683,CADHEE010000001-CADHEE010000317,Environmental,Water,B1
ESCO.0216.01036,E2469,GCA_902846725,PRJEB34791,ERS3883684,CADHEF010000001-CADHEF010000333,Environmental,Water,B1
ESCO.0216.01037,E2712,GCA_902846735,PRJEB34791,ERS3883685,CADHEG010000001-CADHEG010000345,Environmental,Water,A
ESCO.0216.01038,B1565,GCA_902846755,PRJEB34791,ERS3883686,CADHEH010000001-CADHEH010000356,Host-associated,Bird_Faecal,D
ESCO.0216.01039,14_1_R13,GCA_902846745,PRJEB34791,ERS3883687,CADHEI010000001-CADHEI010000373,Host-associated,Human_Intestinal,D
ESCO.0216.01040,TA058,GCA_902846775,PRJEB34791,ERS3883688,CADHEJ010000001-CADHEJ010000397,Host-associated,Mammal_Faecal,D
ESCO.0216.01041,B1089,GCA_902846765,PRJEB34791,ERS3883689,CADHEK010000001-CADHEK010000400,Host-associated,Bird_Faecal,D
ESCO.0216.01042,C1_1,GCA_902846855,PRJEB34791,ERS3883690,CADHES010000001-CADHES010000306,Host-associated,Poultry_Meat,A
ESCO.0216.01043,H354,GCA_902846805,PRJEB34791,ERS3883691,CADHEO010000001-CADHEO010000309,Host-associated,Human_Extra-intestinal,F
ESCO.0216.01044,C4_53,GCA_902846845,PRJEB34791,ERS3883692,CADHEQ010000001-CADHEQ010000310,Host-associated,Poultry_Meat,E
ESCO.0216.01045,W1_67,GCA_902846825,PRJEB34791,ERS3883693,CADHEM010000001-CADHEM010000337,Host-associated,Poultry_Meat,A
ESCO.0216.01046,E2938,GCA_902846815,PRJEB34791,ERS3883694,CADHEN010000001-CADHEN010000287,Environmental,Water,B1
ESCO.0216.01047,CD_59_LN3,GCA_902846835,PRJEB34791,ERS3883695,CADHER010000001-CADHER010000360,Host-associated,Human_Extra-intestinal,A
ESCO.0216.01048,C2_12,GCA_902846795,PRJEB34791,ERS3883696,CADHEL010000001-CADHEL010000361,Host-associated,Poultry_Meat,A
ESCO.0216.01049,16_3_C13,GCA_902846785,PRJEB34791,ERS3883697,CADHEP010000001-CADHEP010000394,Host-associated,Human_Intestinal,A
ESCO.0216.01050,DMG_2015_G2,GCA_902846865,PRJEB34791,ERS3883698,CADHET010000001-CADHET010000253,Host-associated,Human_Faecal,B2
ESCO.0216.01051,E2711,GCA_902846905,PRJEB34791,ERS3883699,CADHEX010000001-CADHEX010000258,Environmental,Water,B1
ESCO.0216.01052,67_1_Ti13,GCA_902846885,PRJEB34791,ERS3883700,CADHEV010000001-CADHEV010000264,Host-associated,Human_Intestinal,D
ESCO.0216.01053,E3466,GCA_902846895,PRJEB34791,ERS3883701,CADHEU010000001-CADHEU010000268,Environmental,Water,B1
ESCO.0216.01054,E4830,GCA_902846875,PRJEB34791,ERS3883702,CADHEW010000001-CADHEW010000287,Environmental,Water,B1
ESCO.0216.01055,DMG_1993,GCA_902846945,PRJEB34791,ERS3883703,CADHFD010000001-CADHFD010000296,Host-associated,Human_Faecal,B2
ESCO.0216.01056,E8272,GCA_902846935,PRJEB34791,ERS3883704,CADHEY010000001-CADHEY010000255,Environmental,Water,B1
ESCO.0216.01057,66_1_AC1,GCA_902846975,PRJEB34791,ERS3883705,CADHFE010000001-CADHFE010000264,Host-associated,Human_Intestinal,D
ESCO.0216.01058,65_1_AC2,GCA_902846985,PRJEB34791,ERS3883706,CADHFB010000001-CADHFB010000279,Host-associated,Human_Intestinal,D
ESCO.0216.01059,B1783,GCA_902846925,PRJEB34791,ERS3883707,CADHFF010000001-CADHFF010000282,Host-associated,Bird_Faecal,B2
ESCO.0216.01060,C4_35,GCA_902846965,PRJEB34791,ERS3883708,CADHEZ010000001-CADHEZ010000290,Host-associated,Poultry_Meat,B2
ESCO.0216.01061,M658539,GCA_902846955,PRJEB34791,ERS3883709,CADHFC010000001-CADHFC010000302,Host-associated,Human_Faecal,B2
ESCO.0216.01062,H287,GCA_902846915,PRJEB34791,ERS3883710,CADHFA010000001-CADHFA010000310,Host-associated,Human_Faecal,A
ESCO.0216.01063,B1317,GCA_902847005,PRJEB34791,ERS3883711,CADHFI010000001-CADHFI010000329,Host-associated,Bird_Faecal,B2
ESCO.0216.01064,E5493,GCA_902847015,PRJEB34791,ERS3883712,CADHFH010000001-CADHFH010000335,Environmental,Water,B1
ESCO.0216.01065,W4_40,GCA_902846995,PRJEB34791,ERS3883713,CADHFG010000001-CADHFG010000337,Host-associated,Poultry_Meat,A
ESCO.0216.01066,A2_47,GCA_902849935,PRJEB34791,ERS3883714,CADHQR010000001-CADHQR010000358,Host-associated,Poultry_Meat,A
ESCO.0216.01067,15_7_TC2,GCA_902849845,PRJEB34791,ERS3883715,CADHQP010000001-CADHQP010000378,Host-associated,Human_Intestinal,B2
ESCO.0216.01068,B1894,GCA_902849885,PRJEB34791,ERS3883716,CADHQG010000001-CADHQG010000263,Host-associated,Bird_Faecal,A
ESCO.0216.01069,C2_117,GCA_902849985,PRJEB34791,ERS3883717,CADHQL010000001-CADHQL010000286,Host-associated,Poultry_Meat,B2
ESCO.0216.01070,A4_14,GCA_902849955,PRJEB34791,ERS3883718,CADHQU010000001-CADHQU010000290,Host-associated,Poultry_Meat,B1
ESCO.0216.01071,C1_111,GCA_902850015,PRJEB34791,ERS3883719,CADHQV010000001-CADHQV010000298,Host-associated,Poultry_Meat,E
ESCO.0216.01072,A3_9,GCA_902850025,PRJEB34791,ERS3883720,CADHQT010000001-CADHQT010000299,Host-associated,Poultry_Meat,E
ESCO.0216.01073,8_1_AC8,GCA_902847115,PRJEB34791,ERS3883721,CADHFY010000001-CADHFY010000307,Host-associated,Human_Intestinal,D
ESCO.0216.01074,W3_61,GCA_902847035,PRJEB34791,ERS3883722,CADHFK010000001-CADHFK010000339,Host-associated,Poultry_Meat,A
ESCO.0216.01075,C1_90,GCA_902847215,PRJEB34791,ERS3883723,CADHFW010000001-CADHFW010000345,Host-associated,Poultry_Meat,A
ESCO.0216.01076,A4_29,GCA_902847135,PRJEB34791,ERS3883724,CADHFR010000001-CADHFR010000348,Host-associated,Poultry_Meat,D
ESCO.0216.01077,A3_23,GCA_902847025,PRJEB34791,ERS3883725,CADHFJ010000001-CADHFJ010000368,Host-associated,Poultry_Meat,A
ESCO.0216.01078,E5021,GCA_902847065,PRJEB34791,ERS3883726,CADHFL010000001-CADHFL010000293,Environmental,Water,A
ESCO.0216.01079,H472,GCA_902847165,PRJEB34791,ERS3883727,CADHFQ010000001-CADHFQ010000294,Host-associated,Human_Faecal,A
ESCO.0216.01080,C2_46,GCA_902847055,PRJEB34791,ERS3883728,CADHGA010000001-CADHGA010000346,Host-associated,Poultry_Meat,D
ESCO.0216.01081,C3_39,GCA_902847125,PRJEB34791,ERS3883729,CADHGC010000001-CADHGC010000349,Host-associated,Poultry_Meat,A
ESCO.0216.01082,B1056,GCA_902847175,PRJEB34791,ERS3883730,CADHFS010000001-CADHFS010000357,Host-associated,Bird_Faecal,A
ESCO.0216.01083,2_1_P20,GCA_902847185,PRJEB34791,ERS3883731,CADHFO010000001-CADHFO010000386,Host-associated,Human_Intestinal,B2
ESCO.0216.01085,M747,GCA_902847085,PRJEB34791,ERS3883732,CADHFX010000001-CADHFX010000291,Host-associated,Mammal_Faecal,A
ESCO.0216.01086,A3_18,GCA_902847155,PRJEB34791,ERS3883733,CADHFZ010000001-CADHFZ010000314,Host-associated,Poultry_Meat,A
ESCO.0216.01087,B1801,GCA_902847095,PRJEB34791,ERS3883734,CADHFU010000001-CADHFU010000314,Host-associated,Bird_Faecal,A
ESCO.0216.01088,A4_11,GCA_902847075,PRJEB34791,ERS3883735,CADHFN010000001-CADHFN010000378,Host-associated,Poultry_Meat,A
ESCO.0216.01089,E6042,GCA_902847205,PRJEB34791,ERS3883736,CADHGB010000001-CADHGB010000503,Environmental,Water,E
ESCO.0216.01090,24_1_Si1,GCA_902847195,PRJEB34791,ERS3883737,CADHFT010000001-CADHFT010000277,Host-associated,Human_Intestinal,B1
ESCO.0216.01091,E5060,GCA_902847145,PRJEB34791,ERS3883738,CADHFP010000001-CADHFP010000279,Environmental,Water,B1
ESCO.0216.01092,W3_24,GCA_902847045,PRJEB34791,ERS3883739,CADHFM010000001-CADHFM010000283,Host-associated,Poultry_Meat,B1
ESCO.0216.01094,TA403,GCA_902847105,PRJEB34791,ERS3883740,CADHFV010000001-CADHFV010000297,Host-associated,Mammal_Faecal,B1
ESCO.0216.01095,C4_36,GCA_902847225,PRJEB34791,ERS3883741,CADHGE010000001-CADHGE010000299,Host-associated,Poultry_Meat,D
ESCO.0216.01096,B868,GCA_902847245,PRJEB34791,ERS3883742,CADHGF010000001-CADHGF010000307,Host-associated,Bird_Faecal,A
ESCO.0216.01097,E8085,GCA_902847235,PRJEB34791,ERS3883743,CADHGD010000001-CADHGD010000320,Environmental,Water,B1
ESCO.0216.01098,37_2_AC20,GCA_902847395,PRJEB34791,ERS3883744,CADHGO010000001-CADHGO010000286,Host-associated,Human_Intestinal,B1
ESCO.0216.01099,A2_30,GCA_902847275,PRJEB34791,ERS3883745,CADHGU010000001-CADHGU010000317,Host-associated,Poultry_Meat,D
ESCO.0216.01100,E8660,GCA_902847325,PRJEB34791,ERS3883746,CADHGT010000001-CADHGT010000348,Environmental,Water,A
ESCO.0216.01101,B1921,GCA_902847365,PRJEB34791,ERS3883747,CADHGQ010000001-CADHGQ010000453,Host-associated,Bird_Faecal,A
ESCO.0216.01102,DMG_1998,GCA_902847255,PRJEB34791,ERS3883748,CADHGK010000001-CADHGK010000288,Host-associated,Human_Faecal,B2
ESCO.0216.01103,C3_43,GCA_902847305,PRJEB34791,ERS3883749,CADHGG010000001-CADHGG010000296,Host-associated,Poultry_Meat,E
ESCO.0216.01105,H418,GCA_902847265,PRJEB34791,ERS3883750,CADHGI010000001-CADHGI010000320,Host-associated,Human_Faecal,A
ESCO.0216.01106,C2_44,GCA_902847385,PRJEB34791,ERS3883751,CADHGH010000001-CADHGH010000357,Host-associated,Poultry_Meat,D
ESCO.0216.01107,B1815,GCA_902847315,PRJEB34791,ERS3883752,CADHGS010000001-CADHGS010000376,Host-associated,Bird_Faecal,A
ESCO.0216.01108,23_2_Ti8,GCA_902847335,PRJEB34791,ERS3883753,CADHGM010000001-CADHGM010000401,Host-associated,Human_Intestinal,B2
ESCO.0216.01109,C1_3,GCA_902847415,PRJEB34791,ERS3883754,CADHGL010000001-CADHGL010000409,Host-associated,Poultry_Meat,A
ESCO.0216.01110,E4068,GCA_902847375,PRJEB34791,ERS3883755,CADHGR010000001-CADHGR010000479,Environmental,Water,E
ESCO.0216.01111,C1_102,GCA_902847405,PRJEB34791,ERS3883756,CADHGP010000001-CADHGP010000292,Host-associated,Poultry_Meat,E
ESCO.0216.01112,2H_315_15,GCA_902847355,PRJEB34791,ERS3883757,CADHGN010000001-CADHGN010000294,Host-associated,Human_Faecal,A
ESCO.0216.01113,W1_2,GCA_902847285,PRJEB34791,ERS3883758,CADHGJ010000001-CADHGJ010000508,Host-associated,Poultry_Meat,A
ESCO.0216.01114,H157,GCA_902847295,PRJEB34791,ERS3883759,CADHGV010000001-CADHGV010000293,Host-associated,Human_Faecal,A
ESCO.0216.01115,8_2_Ti16_redo,GCA_902847345,PRJEB34791,ERS3883760,CADHGW010000001-CADHGW010000301,Host-associated,Human_Intestinal,A
ESCO.0216.01116,C2_53,GCA_902847595,PRJEB34791,ERS3883761,CADHGY010000001-CADHGY010000369,Host-associated,Poultry_Meat,A
ESCO.0216.01117,68_2_Ti3,GCA_902847475,PRJEB34791,ERS3883762,CADHHB010000001-CADHHB010000282,Host-associated,Human_Intestinal,B1
ESCO.0216.01118,TA338,GCA_902847555,PRJEB34791,ERS3883763,CADHHI010000001-CADHHI010000299,Host-associated,Mammal_Faecal,A
ESCO.0216.01119,A1_40,GCA_902858975,PRJEB34791,ERS3883764,CADIHB010000001-CADIHB010000319,Host-associated,Poultry_Meat,D
